ID,SMILES,ST Gap,HL Gap
3298,C[SiH]1c2ccccc2-c2ccc(COCc3ncon3)cc21,1.3009,4.75655272
3299,C[SiH]1c2ccccc2-c2ccc(COCc3cnccn3)cc21,1.1041,4.562807552
3300,C[SiH]1c2ccccc2-c2ccc(COCc3cncs3)cc21,1.2825,4.754103694
3301,C[SiH]1c2ccccc2-c2ccc(COCc3cncc4ccccc34)cc21,1.4404,4.577229594
3302,C[SiH]1c2ccccc2-c2ccc(COCc3cnc4ccccc4c3)cc21,1.3514,4.60961116
3303,C[SiH]1c2ccccc2-c2ccc(COCc3cnc4ncccc4c3)cc21,0.9252,4.30212234
3304,C[SiH]1c2ccccc2-c2ccc(COCc3c(F)c(F)cc(F)c3F)cc21,1.2837,4.73070189
3305,C[SiH]1c2ccccc2-c2ccc(COCc3ccc(-c4ccccn4)nc3)cc21,1.2792,4.5170924
3306,C[SiH]1c2ccccc2-c2ccc(COCc3cccc4c3C(=O)C=CC4=O)cc21,0.2029,2.740460094
3307,C[SiH]1c2ccccc2-c2ccc(COCc3c4ccoc4cc4ccoc34)cc21,1.1213,4.262393696
3308,C[SiH]1c2ccccc2-c2ccc(COCc3c[nH]c4nc5occc5nc34)cc21,1.0272,4.367157586
3309,c1cnc2c(c1)[CH2:2]c1cc(COCc3cnco3)ccc1[SiH2:2]2,0.8312,5.579153342
3310,c1cnc2c(c1)[CH2:2]c1cc(COCc3cnccn3)ccc1[SiH2:2]2,0.752,5.147308424
3311,N#Cc1ccc(COCc2ccc3c(c2)[CH2:2]c2cccnc2[SiH2:2]3)cc1,1.0481,5.200370654
3312,c1cnc2c(c1)[CH2:2]c1cc(COCc3cccc4nn[nH]c34)ccc1[SiH2:2]2,1.2393,5.264861672
3313,c1cnc2c(c1)[CH2:2]c1cc(COCc3cccc4ccccc34)ccc1[SiH2:2]2,1.6627,4.750294098
3314,O=Cc1ccc(C=O)c(COCc2ccc3c(c2)[CH2:2]c2cccnc2[SiH2:2]3)c1,0.4882,3.973408628
3315,N#Cc1ccc(COCc2ccc3c(c2)[CH2:2]c2cccnc2[SiH2:2]3)c(C#N)c1C#N,0.3674,3.66401501
3316,c1cnc2c(c1)[CH2:2]c1cc(COCc3nc4nc5nc[nH]c5nc4[nH]3)ccc1[SiH2:2]2,0.8967,4.584304558
3317,c1ccc2c(c1)Cc1cc(COCc3ccc4c(c3)[CH2:2]c3cccnc3[SiH2:2]4)ccc1-2,1.3838,4.861044496
3318,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3cncs3)cc1[CH2:2]2,1.2139,5.619698328
3319,N#Cc1ccc(COCc2ccc3c(c2)[CH2:2]c2ncccc2[SiH2:2]3)cc1,1.2769,5.35928523
3320,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3cnc4cnccc4c3)cc1[CH2:2]2,1.1181,4.928528768
3321,O=[SH](=O)c1cccc(COCc2ccc3c(c2)[CH2:2]c2ncccc2[SiH2:2]3)c1,1.0573,5.328536348
3322,Fc1cc(F)c(F)c(COCc2ccc3c(c2)[CH2:2]c2ncccc2[SiH2:2]3)c1F,1.05,5.556295766
3323,c1ccc(-c2ccc(COCc3ccc4c(c3)[CH2:2]c3ncccc3[SiH2:2]4)cc2)nc1,1.5102,4.910569244
3324,CS(=O)(=O)c1ccc(COCc2ccc3c(c2)[CH2:2]c2ncccc2[SiH2:2]3)cc1,1.0336,5.601738804
3325,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3c4ccoc4cc4ccoc34)cc1[CH2:2]2,1.4478,4.531786556
3326,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3coc4nc5occc5nc34)cc1[CH2:2]2,1.2404,4.587569926
3327,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3nc4nc5nc[nH]c5nc4[nH]3)cc1[CH2:2]2,0.8951,4.584304558
3328,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3nc4nc5ocnc5nc4o3)cc1[CH2:2]2,0.9794,4.201168046
3329,c1cnc2c(c1)[SiH2:2]c1ccc(COCc3cnc4oc5ncccc5c4c3)cc1[CH2:2]2,1.3475,4.882813616
3330,CN1c2ccccc2Oc2cc(COCc3cnoc3)ccc21,0.8168,4.417226562
3331,CN1c2ccccc2Oc2cc(COCc3cncnc3)ccc21,0.5068,3.777486548
3332,CN1c2ccccc2Oc2cc(COCC3=CC(=O)C=CC3=O)ccc21,0.0006,1.440027288
3333,CN1c2ccccc2Oc2cc(COCc3cccc([SH](=O)=O)c3)ccc21,0.3696,3.61231335
3334,CN1c2ccccc2Oc2cc(COCc3ccc(-c4cnccn4)cc3)ccc21,0.0619,3.259381492
3335,CN1c2ccccc2Oc2cc(COCc3nc4nc5ncoc5nc4o3)ccc21,0.0095,2.561681196
3336,CN1c2ccccc2Oc2cc(COCc3cncc4c3[nH]c3ccncc34)ccc21,0.7518,3.978034566
3337,CN1c2ccccc2Oc2cc(COCc3ccc4c(c3)-c3ccncc3[SiH2:2]4)ccc21,0.155,3.450133406
3338,CN1c2ccccc2Oc2cc(COCc3cncc4c3[SiH2:2]c3ccncc3-4)ccc21,0.2433,3.458024712
3339,O=[SH](=O)COCc1ccnc2c1[CH2:2]c1cccnc1[SiH2:2]2,0.6575,5.248262718
3340,c1cnc2c(c1)[CH2:2]c1c(COCc3cncs3)ccnc1[SiH2:2]2,0.8645,5.34840067
3341,O=C1C=C(COCc2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)C(=O)N1,0.4382,4.03136891
3342,CC(=O)c1ccc(COCc2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)cc1,0.5305,5.031659974
3343,O=Cc1ccc(C=O)c(COCc2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)c1,0.4859,3.854766924
3344,O=c1cc[nH]c2cc(COCc3ccnc4c3[CH2:2]c3cccnc3[SiH2:2]4)ccc12,0.6901,4.55110665
3345,N#CCOCN1c2ccccc2Sc2ccccc21,0.7109,4.75383158
3346,c1ccc2c(c1)Sc1ccccc1N2COCc1cnoc1,0.6863,4.667027214
3347,c1ccc2c(c1)Sc1ccccc1N2COCc1ncon1,0.6056,4.227018876
3348,Cn1cnnc1COCN1c2ccccc2Sc2ccccc21,0.7238,4.824036992
3349,c1ccc2c(c1)Sc1ccccc1N2COCc1cccc2nccnc12,0.0835,3.160331996
3350,N#Cc1cc(C#N)c(COCN2c3ccccc3Sc3ccccc32)c(C#N)c1,0.0155,2.882231488
3351,c1ccc2c(c1)Sc1ccccc1N2COCc1cncc2c1[SiH2:2]c1ccncc1-2,0.3583,3.76333662
3352,FC(F)(F)COCn1c2ccccc2c2c3ccccc3[nH]c21,1.0737,4.900228912
3353,c1ccc2c(c1)[nH]c1c2c2ccccc2n1COCc1ncon1,0.0015,3.18781551
3354,c1ccc2c(COCn3c4ccccc4c4c5ccccc5[nH]c43)cccc2c1,0.3184,3.414758586
3355,c1ccc2c(c1)[nH]c1c2c2ccccc2n1COCc1cccc2sccc12,0.0583,3.555441524
3356,c1cncc(-c2ccc(COCn3c4ccccc4c4c5ccccc5[nH]c43)cc2)c1,0.0114,3.572312592
3357,O=C(c1ccc(COCn2c3ccccc3c3c4ccccc4[nH]c32)cc1)C(F)(F)F,0.003,2.557327372
3358,c1ccc2c(c1)ncc1c(COCn3c4ccccc4c4c5ccccc5[nH]c43)cccc12,0.1232,3.234347004
3359,Cn1c2ccccc2c(=O)c2ccc(COCc3nnc[nH]3)cc21,0.7883,4.041165014
3360,Cn1c2ccccc2c(=O)c2ccc(COCC(F)(F)F)cc21,0.8057,4.05994088
3361,Cn1c2ccccc2c(=O)c2ccc(COCc3nnco3)cc21,0.8032,4.052321688
3362,Cn1c2ccccc2c(=O)c2ccc(COCc3cnccn3)cc21,0.8017,4.049600548
3363,Cn1c2ccccc2c(=O)c2ccc(COCc3ccc(C#N)cc3C#N)cc21,0.0864,3.07760934
3364,Cn1c2ccccc2c(=O)c2ccc(COCc3cccc4ccccc34)cc21,0.8328,4.006334422
3365,Cn1c2ccccc2c(=O)c2ccc(COCc3cncc4ccccc34)cc21,0.7932,3.9864701
3366,Cn1c2ccccc2c(=O)c2ccc(COCc3cnc4cnccc4c3)cc21,0.7145,3.80143258
3367,Cn1cnc2c(COCc3ccc4c(=O)c5ccccc5n(C)c4c3)cccc21,0.8041,4.0544986
3368,Cn1c2ccccc2c(=O)c2ccc(COCc3cccc4scnc34)cc21,0.8024,4.05858031
3369,Cn1c2ccccc2c(=O)c2ccc(COCc3cccc([SH](=O)=O)c3)cc21,0.8286,3.962796182
3370,Cn1c2ccccc2c(=O)c2ccc(COCc3cccc4c3C(=O)NC4=O)cc21,0.1694,3.232986434
3371,Cn1c2ccccc2c(=O)c2ccc(COCc3ccc(-c4ccncc4)cc3)cc21,0.8037,4.063478362
3372,Cn1c2ccccc2c(=O)c2ccc(COCc3c(F)c(F)c(F)c(F)c3F)cc21,0.8054,4.023477604
3373,Cn1c2ccccc2c(=O)c2ccc(COCc3ccnc4c3ccc3cccnc34)cc21,0.8081,3.94157129
3374,CC1(C)c2ccccc2N(COC[SH](=O)=O)c2ccccc21,0.9663,5.042544534
3375,CC1(C)c2ccccc2N(COCC(F)(F)F)c2ccccc21,0.9576,5.158737212
3376,CC1(C)c2ccccc2N(COCc2ccnnc2)c2ccccc21,0.8483,4.252053364
3377,CC1(C)c2ccccc2N(COCc2cncs2)c2ccccc21,0.5635,4.395729556
3378,CC1(C)c2ccccc2N(COCc2ccc(C#N)cc2)c2ccccc21,0.2922,4.087968622
3379,CC1(C)c2ccccc2N(COCc2cccc3ocnc23)c2ccccc21,0.5738,4.433009174
3380,CC1(C)c2ccccc2N(COCc2ccc(F)c(F)c2F)c2ccccc21,0.9696,5.036013798
3381,Cn1cnc2c(COCN3c4ccccc4C(C)(C)c4ccccc43)cccc21,0.9249,4.75247101
3382,CC1(C)c2ccccc2N(COCc2ccc(C(=O)C(F)(F)F)cc2)c2ccccc21,0.0009,3.254755554
3383,CC1(C)c2ccccc2N(COCc2ccc3c(c2)-c2ccncc2[SiH2:2]3)c2ccccc21,0.487,3.877352386
3384,CC1(C)c2ccccc2N(COCc2cnc3sc4ncccc4c3c2)c2ccccc21,0.3634,3.898849392
3385,CC1(C)c2ccccc2N(COCc2c3ncsc3cc3ncsc23)c2ccccc21,0.3824,3.68034185
3386,CN1c2ccccc2N(C)c2cc(COCc3cnoc3)ccc21,0.6509,3.840616996
3387,CN1c2ccccc2N(C)c2cc(COCC3=CC(=O)C=CC3=O)ccc21,0.0003,1.113490488
3388,CN1c2ccccc2N(C)c2cc(COCc3ccc4c(=O)cc[nH]c4c3)ccc21,0.4923,3.612857578
3389,CN1c2ccccc2N(C)c2cc(COCc3cccc(C(F)(F)F)c3)ccc21,0.6791,3.846603504
3390,CN1c2ccccc2N(C)c2cc(COCc3ccc(C#N)c(C#N)c3C#N)ccc21,0.0002,2.014732056
3391,CN1c2ccccc2N(C)c2cc(COCc3c4ncoc4cc4ncoc34)ccc21,0.0459,3.132848482
3392,c1cc(COCc2cnoc2)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,0.8868,5.614528162
3393,c1cc(COCc2cnccn2)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,0.7504,5.295882668
3394,c1cc(COCc2cncc3ccccc23)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.5028,4.759818088
3395,c1cc(COCc2ccnc3ccncc23)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.1487,4.816689914
3396,N#Cc1ccc(COCc2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)c(C#N)c1C#N,0.839,4.15926249
3397,c1cc(COCc2ccc(-c3cnccn3)cc2)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,0.8881,4.77832184
3398,c1cc(COCc2c3ccoc3cc3ccoc23)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.4397,4.582127646
3399,c1cc(COCc2c3ncoc3cc3ncoc23)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.3263,5.067034794
3400,c1cc(COCc2nc3nc4ncoc4cc3o2)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.0728,4.982135226
3401,O=C(c1ccc(COCc2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc1)C(F)(F)F,0.6592,4.461581144
3402,c1cc(COCc2ccnc3c2ccc2cccnc23)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.1751,4.75655272
3403,c1cc(COCc2ccc3c(c2)-c2ccncc2[SiH2:2]3)c2c(c1)[SiH2]c1ncccc1[SiH2:2]2,1.2745,4.94431138
3404,c1cc2c(cn1)[SiH2]c1cc(COCc3cnoc3)ccc1[SiH2:2]2,0.8171,5.51711135
3405,O=C1C=CC(=O)C(COCc2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)=C1,0.5063,3.413942244
3406,CC(=O)c1ccc(COCc2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)cc1,0.5309,5.22594937
3407,c1cnc2ncc(COCc3ccc4c(c3)[SiH2]c3cnccc3[SiH2:2]4)cc2c1,0.7936,5.005809144
3408,N#Cc1cc(C#N)c(COCc2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)c(C#N)c1,0.6092,3.975857654
3409,c1cc2c(cn1)[SiH2]c1cc(COCc3c4ncoc4cc4ncoc34)ccc1[SiH2:2]2,1.3822,5.000911092
3410,c1cc2c(cn1)[SiH2]c1cc(COCc3nc4nc5ncoc5cc4o3)ccc1[SiH2:2]2,0.9884,5.010435082
3411,c1cnc2[nH]c3cc(COCc4ccc5c(c4)[SiH2]c4cnccc4[SiH2:2]5)ccc3c2c1,0.969,4.532875012
3412,c1ccc2c(c1)ncc1c(COCc3ccc4c(c3)[SiH2]c3cnccc3[SiH2:2]4)cccc12,1.2227,4.698320324
3413,c1cnc2c(c1)-c1cc(COCc3ccc4c(c3)[SiH2]c3cnccc3[SiH2:2]4)cnc1[SiH2:2]2,1.0344,4.897235658
3414,CN1c2ccccc2Sc2cc(COCc3nncn3C)ccc21,0.6614,4.59328432
3415,CN1c2ccccc2Sc2cc(COCC3=CC(=O)NC3=O)ccc21,0.0007,2.652839386
3416,CC(=O)c1ccc(COCc2ccc3c(c2)Sc2ccccc2N3C)cc1,0.2422,3.64768817
3417,CN1c2ccccc2Sc2cc(COCc3cccc4nccnc34)ccc21,0.1232,3.122236036
3418,CN1c2ccccc2Sc2cc(COCc3cncc4nccnc34)ccc21,0.0041,2.811209734
3419,CN1c2ccccc2Sc2cc(COCc3c4ccoc4cc4ccoc34)ccc21,0.96,4.289605096
3420,CN1c2ccccc2Sc2cc(COCc3c[nH]c4nc5occc5nc34)ccc21,0.4765,3.57557796
3421,CN1c2ccccc2Sc2cc(COCc3c4ncoc4cc4ncoc34)ccc21,0.2993,3.736941562
3422,CN1c2ccccc2Sc2cc(COCc3ccc4c(c3)-c3cccnc3[SiH2:2]4)ccc21,0.6014,3.851501556
3423,c1cnc2c(c1)[SiH2:2]c1c(COCc3ncncn3)ccnc1[SiH2]2,0.6106,4.866214662
3424,N#Cc1ccc(COCc2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc1,0.9537,5.183499586
3425,O=Cc1ccc(COCc2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc1,0.5477,4.866214662
3426,c1cnc2c(c1)[SiH2:2]c1c(COCc3cccc4nn[nH]c34)ccnc1[SiH2]2,1.1129,5.065129996
3427,N#Cc1ccc(COCc2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc1C#N,0.9596,4.406069888
3428,Fc1ccc(COCc2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)c(F)c1F,0.663,5.459151068
3429,c1cnc2c(c1)[SiH2:2]c1c(COCc3cnc4nccnc4n3)ccnc1[SiH2]2,0.4157,3.970415374
3430,c1cnc2c(c1)[SiH2:2]c1c(COCc3c4[nH]cnc4nc4nc[nH]c34)ccnc1[SiH2]2,0.8278,4.433281288
3431,c1cnc2c(c1)[SiH2:2]c1c(COCc3nc4cc5ncoc5nc4o3)ccnc1[SiH2]2,0.9315,4.887983782
3432,c1cnc2c(c1)[SiH2:2]c1c(COCc3ccc4c(c3)oc3ccccc34)ccnc1[SiH2]2,1.2221,4.90485485
3433,c1cnc2c(c1)[SiH2:2]c1c(COCc3cncc4c3[nH]c3ccncc34)ccnc1[SiH2]2,1.0907,4.958189194
3434,c1cnc2c(c1)[SiH2:2]c1c(COCc3cnc4c(c3)[SiH2:2]c3cccnc3-4)ccnc1[SiH2]2,1.0034,4.911929814
3435,c1cnc2c(c1)[SiH2:2]c1c(COCc3cnc4sc5ncccc5c4c3)ccnc1[SiH2]2,0.9101,4.766620938
3436,Cn1c2ccccc2c2cc3cc(COCc4ncns4)ccc3cc21,1.0193,3.828371866
3437,Cn1c2ccccc2c2cc3cc(COCc4cccc5ocnc45)ccc3cc21,1.0238,3.83544683
3438,CC(=O)c1ccc(COCc2ccc3cc4c(cc3c2)c2ccccc2n4C)cc1,1.0235,3.664287124
3439,Cn1c2ccccc2c2cc3cc(COCc4ccc(C#N)cc4C#N)ccc3cc21,0.4522,3.070262262
3440,Cn1c2ccccc2c2cc3cc(COCc4cnc5ncccc5c4)ccc3cc21,0.9561,3.574761618
3441,Cn1c2ccccc2c2cc3cc(COCc4ccc5c(c4)oc4ncccc45)ccc3cc21,1.0199,3.724696432
3442,Cn1c2ccccc2c2cc3cc(COCc4ccc5c(c4)-c4cccnc4[SiH2:2]5)ccc3cc21,1.0194,3.822929586
3443,c1ccc2c(c1)c1ccccc1n2-c1ccc(COCc2nnc[nH]2)cc1,0.8503,4.666482986
3444,c1ccc2c(c1)c1ccccc1n2-c1ccc(COCc2cnccn2)cc1,0.5568,4.045518838
3445,c1ccc2c(c1)c1ccccc1n2-c1ccc(COCc2ccnnc2)cc1,0.8503,4.013953614
3446,N#Cc1ccc(COCc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,0.5735,4.026742972
3447,c1ccc2c(c1)c1ccccc1n2-c1ccc(COCc2nccc3[nH]ccc23)cc1,0.8394,4.662129162
3448,N#Cc1ccc(COCc2ccc(-n3c4ccccc4c4ccccc43)cc2)c(C#N)c1,0.0004,3.330131132
3449,c1ccc2ncc(COCc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2c1,0.8563,4.0000758
3450,c1cc(COCc2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccsc2c1,0.9467,4.564168122
3451,FC(F)(F)c1cccc(COCc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,0.8569,4.678183888
3452,N#Cc1ccc(COCc2ccc(-n3c4ccccc4c4ccccc43)cc2)c(C#N)c1C#N,0.0003,2.758147504
3453,c1ccc2c(c1)c1ccccc1n2-c1ccc(COCc2ccc3c(c2)[nH]c2cnccc23)cc1,0.838,4.273822484
3454,c1ccc2c(c1)ncc1c(COCc3ccc(-n4c5ccccc5c5ccccc54)cc3)cccc12,0.6776,3.759799138
3455,CC1c2ccccc2-c2ccc(COCc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc21,0.9822,4.475731072
3456,c1nnc(COCc2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)[nH]1,1.0199,4.20007959
3457,c1ncc(COCc2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)s1,0.9293,4.073274466
3458,O=Cc1ccc(COCc2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc1,0.058,3.176658836
3459,c1cnc2c(COCc3ccc(-c4cc5c6c(c4)CCCN6CCC5)cc3)cncc2n1,0.0015,2.457733648
3460,O=[SH](=O)c1cccc(COCc2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)c1,0.4058,3.533672404
3461,O=C1NC(=O)c2c(COCc3ccc(-c4cc5c6c(c4)CCCN6CCC5)cc3)cccc21,0.0009,2.584810886
3462,c1ccc(-c2ccc(COCc3ccc(-c4cc5c6c(c4)CCCN6CCC5)cc3)cc2)nc1,0.4693,3.597619194
3463,c1cnc2c(c1)ccc1c(COCc3ccc(-c4cc5c6c(c4)CCCN6CCC5)cc3)ccnc12,0.3307,3.397887518
3464,N#CCOCn1c2ccccc2c2c3c(ccc21)[nH]c1ccccc13,0.7329,4.03409005
3465,c1cncc(COCn2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)c1,0.7286,4.010688246
3466,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3cnccn3)c12,0.558,3.745921324
3467,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3ncns3)c12,0.7315,4.03545062
3468,Cn1cnc2c(COCn3c4ccccc4c4c5c(ccc43)[nH]c3ccccc35)cccc21,0.727,4.021028578
3469,O=[SH](=O)c1cccc(COCn2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)c1,0.7285,3.904019558
3470,FC(F)(F)c1cccc(COCn2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)c1,0.7288,4.012048816
3471,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3ccc(-c4cnccn4)cc3)c12,0.4073,3.492038962
3472,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3c[nH]c4nc5occc5nc34)c12,0.3886,3.523332072
3473,c1ccc2c(c1)[nH]c1cc(COCn3c4ccccc4c4c5c(ccc43)[nH]c3ccccc35)ccc12,0.7337,4.027559314
3474,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3ccc4c(c3)oc3ncccc34)c12,0.6333,3.74700978
3475,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3ccc4c(c3)sc3ccccc34)c12,0.7267,4.010144018
3476,c1ccc2c(c1)[nH]c1ccc3c(c4ccccc4n3COCc3cncc4c3[SiH2:2]c3ccncc3-4)c12,0.3903,3.542652166
3477,O=S1(=O)c2ccccc2-c2ccc(COCc3nnc[nH]3)cc21,1.2759,4.759001746
3478,O=S1(=O)c2ccccc2-c2ccc(COCc3cccnc3)cc21,1.2779,4.761178658
3479,O=S1(=O)c2ccccc2-c2ccc(COCc3ncncn3)cc21,1.2744,4.771246876
3480,N#Cc1ccc(COCc2ccc3c(c2)S(=O)(=O)c2ccccc2-3)cc1C#N,1.1111,4.364980674
3481,O=S1(=O)c2ccccc2-c2ccc(COCc3ccc(-c4ccncc4)cc3)cc21,1.27,4.760090202
3482,O=C1C=CC(=O)c2c(COCc3ccc4c(c3)S(=O)(=O)c3ccccc3-4)cccc21,0.4675,3.471902526
3483,O=S1(=O)c2ccccc2-c2ccc(COCc3ccnc4c3ccc3cccnc34)cc21,1.1736,4.457499434
3484,O=S1(=O)c2ccccc2-c2ccc(COCc3ccc4c(c3)-c3cnccc3[SiH2:2]4)cc21,1.2437,4.566889262
3485,O=S1(=O)c2ccccc2-c2ccc(COCc3cnc4c(c3)-c3cccnc3[SiH2:2]4)cc21,1.0903,4.60552945
3486,c1ccc2c(c1)c1ccc(COCc3cncnc3)cc1c1nc[nH]c21,0.9801,4.550018194
3487,c1ccc2c(c1)c1ccc(COCc3nccc4[nH]ccc34)cc1c1nc[nH]c21,0.9967,4.594372776
3488,c1ccc2ncc(COCc3ccc4c5ccccc5c5[nH]cnc5c4c3)cc2c1,1.0215,4.335864476
3489,c1ccc2c(c1)c1ccc(COCc3cnc4cnccc4c3)cc1c1nc[nH]c21,0.9056,4.12116653
3490,c1cncc(-c2ccc(COCc3ccc4c5ccccc5c5[nH]cnc5c4c3)cc2)c1,0.9918,4.568521946
3491,c1ccc2c(c1)c1ccc(COCc3c[nH]c4nc5occc5nc34)cc1c1nc[nH]c21,0.9763,4.069192756
3492,Fc1c(F)c(F)c(COCc2ccc3c4ccccc4c4[nH]cnc4c3c2)c(F)c1F,0.9747,4.536412494
3493,c1ccc2c(c1)c1ccc(COCc3ccc4c(c3)[nH]c3ccncc34)cc1c1nc[nH]c21,0.9905,4.58648147
3494,O=C(c1ccc(COCc2ccc3c4ccccc4c4[nH]cnc4c3c2)cc1)C(F)(F)F,0.3472,3.508365802
3495,CC1c2ccccc2-c2ccc(COCc3ccc4c5ccccc5c5[nH]cnc5c4c3)cc21,0.996,4.592467978
3496,c1ccc2c(c1)c1ccc(COCc3ccc4c(c3)-c3cnccc3[SiH2:2]4)cc1c1nc[nH]c21,0.9706,4.140486624
3497,O=[SH](=O)COCc1ccc2c3ccccc3c3nccnc3c2c1,0.8803,4.40144395
3498,c1ccc2c(c1)c1ccc(COCc3cncnc3)cc1c1nccnc21,0.8775,4.400355494
3499,c1ccc2c(c1)c1ccc(COCc3ccnnc3)cc1c1nccnc21,0.8503,4.3674297
3500,c1ccc2c(c1)c1ccc(COCc3nncs3)cc1c1nccnc21,0.8719,4.370422954
3501,c1ccc2c(c1)c1ccc(COCc3nccc4[nH]ccc34)cc1c1nccnc21,0.6097,3.866195712
3502,c1ccc2ncc(COCc3ccc4c5ccccc5c5nccnc5c4c3)cc2c1,0.8748,4.357633596
3503,c1cncc(-c2ccc(COCc3ccc4c5ccccc5c5nccnc5c4c3)cc2)c1,0.8441,4.341034642
3504,c1ccc2c(c1)c1ccc(COCc3c4ncoc4cc4ncoc34)cc1c1nccnc21,0.8469,4.33749716
3505,c1cnc2[nH]c3cc(COCc4ccc5c6ccccc6c6nccnc6c5c4)ccc3c2c1,0.8441,3.981299934
3506,O=C(c1ccc(COCc2ccc3c4ccccc4c4nccnc4c3c2)cc1)C(F)(F)F,0.8687,4.08034943
3507,c1ccc2cc3c(COCc4ccc5c6ccccc6c6nccnc6c5c4)cccc3cc2c1,1.3191,3.54700599
3508,CC1c2ccccc2-c2ccc(COCc3ccc4c5ccccc5c5nccnc5c4c3)cc21,0.8242,3.96061927
3509,c1ccc2c(c1)c1ccc(COCc3ccc4c(c3)-c3ccncc3[SiH2:2]4)cc1c1nccnc21,0.8551,4.354912456
3510,c1cnc2c(c1)[SiH2:2]c1cc(COCc3ccc4c5ccccc5c5nccnc5c4c3)cnc1-2,0.8524,4.34974229
3511,c1ccc2c(c1)c1ccc(COCc3c4ncsc4cc4ncsc34)cc1c1nccnc21,0.8661,4.160895174
3512,CCSCC#N,0.618,6.412910638
3513,CCSCc1ccc(C#N)cc1,0.695,4.747845072
3514,CCSCc1ccc2c(=O)cc[nH]c2c1,0.6808,4.590835294
3515,CCSCc1c(C#N)cc(C#N)cc1C#N,0.1242,3.832997804
3516,CCSCc1ccc(-c2ccccn2)nc1,0.9635,4.63682256
3517,CCSCc1cccc2c1C(=O)C=CC2=O,0.0451,2.699915108
3518,CCSCc1ccc2c(c1)[nH]c1ccccc12,0.9448,4.653965742
3519,CCSCc1ccc2c(c1)C(C)c1ccccc1-2,1.2904,4.77832184
3520,CCSCc1cncc2c1[SiH2:2]c1ccncc1-2,0.7583,4.418315018
3521,CCSCc1ccc2sc3ncccc3c2c1,0.8207,4.55518836
3522,c1cn(CSCc2nnn[nH]2)cn1,0.5381,5.171798684
3523,O=Cc1ccc(CSCn2ccnc2)cc1,0.5419,4.164432656
3524,c1cn(CSCc2cncc3nccnc23)cn1,0.372,3.546733876
3525,c1cn(CSCc2nc3cc4ncoc4nc3o2)cn1,0.4837,4.310013646
3526,c1cc2c(cn1)-c1cncc(CSCn3ccnc3)c1[SiH2:2]2,0.7578,4.20144016
3527,c1cnc2c(c1)-c1cc(CSCn3ccnc3)cnc1[SiH2:2]2,0.9732,4.38783825
3528,c1cn(CSCc2c3ncsc3cc3ncsc23)cn1,1.0061,4.32525203
3529,c1cnn(CSCc2nnn[nH]2)c1,0.9022,6.216172216
3530,N#Cc1ccc(CSCn2cccn2)cc1,0.7979,4.799274618
3531,CC(=O)c1ccc(CSCn2cccn2)cc1,0.5226,4.596821802
