ID,SMILES,ST Gap,HL Gap
6463,Cc1cc(-c2cocn2)cc(C)c1-c1ccc(C(=O)C(F)(F)F)cc1,0.3202,3.855311152
6464,Cc1cc(-c2cocn2)cc(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9278,4.499677104
6465,Cc1cc(-n2cnnc2)cc(C)c1-c1cnco1,1.4039,4.97288335
6466,Cc1cc(-n2cnnc2)cc(C)c1-c1cccc2ccccc12,1.6773,4.757369062
6467,Cc1cc(-n2cnnc2)cc(C)c1-c1c2ncsc2cc2ncsc12,1.202,4.624305316
6468,Cc1cc(-c2ccnnc2)cc(C)c1-c1cccc2c1ncn2C,0.7523,4.606073678
6469,Cc1cc(-c2cccs2)cc(C)c1-c1cnoc1,1.5863,4.637911016
6470,Cc1cc(-c2cccs2)cc(C)c1-c1ncns1,1.1285,4.1769499
6471,Cc1cc(-c2cccs2)cc(C)c1-c1cccc2nccnc12,0.3498,3.596802852
6472,Cc1cc(-c2cccs2)cc(C)c1-c1cccc2scnc12,1.1635,4.430288034
6473,Cc1cc(-n2cc[nH]c2=O)cc(C)c1-c1cccc2nn[nH]c12,0.7108,4.337225046
6474,Cc1cc(-n2ccc3ccccc32)cc(C)c1-c1nc2nc3ocnc3nc2o1,0.4192,3.150808006
6475,Cc1cc(-n2cnc3ccccc32)cc(C)c1-c1ccnc2ccncc12,0.7308,4.030280454
6476,Cc1cc(-n2cnc3ccccc32)cc(C)c1-c1ccc2c(c1)oc1ccccc12,1.1541,4.705123174
6477,Cc1cc(-n2cnc3ccccc32)cc(C)c1-c1ccnc2c1ccc1cccnc12,1.1284,4.376409462
6478,Cc1cc(-n2cnc3ccccc32)cc(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9176,4.304571366
6479,Cc1cc(-c2nc3ccccc3o2)cc(C)c1-c1ccc2c(=O)cc[nH]c2c1,0.8699,4.417498676
6480,Cc1cc(-c2nc3ccccc3o2)cc(C)c1-c1ccc2c(c1)[nH]c1cnccc12,1.1916,4.430560148
6481,Cc1cc(-c2nc3ccccc3o2)cc(C)c1-c1ccc2sc3ncccc3c2c1,1.2303,4.501037674
6482,Cc1cc(-n2nnc3ccccc32)cc(C)c1-c1cccc2nccnc12,0.6715,3.924972336
6483,Cc1cc(-n2nnc3ccccc32)cc(C)c1-c1ccc(C#N)c(C#N)c1C#N,0.1635,3.56197226
6484,Cc1cc(-n2nnc3ccccc32)cc(C)c1-c1c2ccoc2cc2ccoc12,1.2364,4.424845754
6485,Cc1cc(-n2nnc3ccccc32)cc(C)c1-c1ccc2c(c1)[nH]c1ccccc12,0.9526,4.430832262
6486,Cc1cc(-n2nnc3ccccc32)cc(C)c1-c1cccc2cc3ccccc3cc12,1.445,3.570952022
6487,Cc1cc(-c2ccc(N(C)C)cc2)cc(C)c1-c1c2ncoc2cc2ncoc12,0.3794,3.643062232
6488,Cc1cc(-c2ccc3cnccc3c2)cc(C)c1-c1nncn1C,1.4396,4.494234824
6489,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1cccnc1,1.3768,4.54702494
6490,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1cccc2nn[nH]c12,1.3923,4.550834536
6491,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1ccc(C#N)c(C#N)c1C#N,0.3029,3.414486472
6492,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1c[nH]c2nc3occc3nc12,0.8721,4.094771472
6493,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1nc2nc3nc[nH]c3nc2[nH]1,1.0428,4.106744488
6494,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1ccc2c(c1)C(C)c1ccccc1-2,1.3441,4.467567652
6495,Cc1cc(-c2cccc3ncccc23)cc(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,1.2909,4.38783825
6496,Cc1cc(C2=CC(C)c3ccccc32)cc(C)c1-c1nc2nc3ocnc3nc2o1,0.7127,3.458024712
6497,Cc1cc(-c2ccnc3cnncc23)cc(C)c1-c1cccc2c1ncn2C,0.4007,4.190827714
6498,Cc1cc(-c2cccc3c2ccn3C)cc(C)c1-c1cccc2nccnc12,0.0917,3.226183584
6499,Cc1cc(-c2cc3ccccc3s2)cc(C)c1-c1nnc[nH]1,1.3153,4.197902678
6500,Cc1cc(-c2cc3ccccc3s2)cc(C)c1-c1cccc2ocnc12,1.2915,4.288788754
6501,Cc1cc(-c2cc3ccccc3s2)cc(C)c1-c1nc2nc3ncoc3cc2o1,0.9701,3.730410826
6502,Cc1cc(-c2nc3ccccc3s2)cc(C)c1-c1cnco1,1.192,4.070009098
6503,Cc1cc(-c2nc3ccccc3s2)cc(C)c1-c1ccc(-c2ncccn2)cc1,1.269,4.384028654
6504,Cc1cc(-c2nc3ccccc3s2)cc(C)c1-c1ccc2c(c1)[nH]c1cnccc12,1.1794,4.279264764
6505,Cc1cc(-c2nc3ccccc3s2)cc(C)c1-c1ccc2sc3ncccc3c2c1,1.3065,4.38375654
6506,Cc1cc(-n2ccc3cc4ccoc4cc32)cc(C)c1-c1ncns1,0.3608,3.606598956
6507,Cc1cc(-n2ccc3cc4ccoc4cc32)cc(C)c1-c1cccc2ocnc12,0.7676,3.993545064
6508,Cc1cc(-n2cnc3cc4nc[nH]c4cc32)cc(C)c1C#N,0.5549,4.052865916
6509,Cc1cc(-n2cnc3cc4nc[nH]c4cc32)cc(C)c1-c1ccnnc1,0.8018,4.017491096
6510,Cc1cc(-n2cnc3cc4nc[nH]c4cc32)cc(C)c1-c1ncncn1,0.2882,3.567686654
6511,Cc1cc(-n2cnc3cc4nc[nH]c4cc32)cc(C)c1-c1ccc(C#N)cc1,0.5715,3.965789436
6512,CC(=O)c1ccc(-c2c(C)cc(-n3cnc4cc5nc[nH]c5cc43)cc2C)cc1,0.4349,3.802248922
6513,Cc1cc(-n2cnc3cc4nc[nH]c4cc32)cc(C)c1-c1ccc2c(c1)-c1cccnc1[SiH2:2]2,0.6896,3.962524068
6514,Cc1cc(-n2ccc3nc4ccoc4nc32)cc(C)c1-c1cnco1,0.799,4.195453652
6515,Cc1cc(-n2cnc3nc4nc[nH]c4cc32)cc(C)c1[SH](=O)=O,0.7915,4.56335178
6516,Cc1cc(-n2cnc3nc4nc[nH]c4cc32)cc(C)c1-c1cccc2ccccc12,1.4774,4.585665128
6517,Cc1cc(-n2cnc3nc4nc[nH]c4cc32)cc(C)c1-c1ccnc2ccncc12,0.7073,3.965245208
6518,Cc1cc(-n2cnc3nc4nc[nH]c4cc32)cc(C)c1-c1c2ncoc2cc2ncoc12,0.7656,4.243073602
6519,Cc1cc(-n2cnc3nc4nc[nH]c4cc32)cc(C)c1-c1ccc2c(c1)-c1cccnc1[SiH2:2]2,1.0789,4.3810354
6520,Cc1cc(-c2nc3cc4ocnc4cc3o2)cc(C)c1-c1nnc[nH]1,1.1909,4.091506104
6521,CC(=O)c1ccc(-c2c(C)cc(-c3nc4cc5ocnc5cc4o3)cc2C)cc1,1.0322,4.256679302
6522,Cc1cc(-c2nc3cc4ocnc4cc3o2)cc(C)c1-c1cccc(C(F)(F)F)c1,1.2801,4.253958162
6523,Cc1cc(-c2nc3cc4ocnc4cc3o2)cc(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,1.0678,4.111914654
6524,Cc1cc(-n2cnc3nc4nc[nH]c4nc32)cc(C)c1[SH](=O)=O,0.822,4.606345792
6525,Cc1cc(-n2cnc3nc4nc[nH]c4nc32)cc(C)c1-c1cnc2ccccc2c1,0.9845,4.531786556
6526,Cc1cc(-n2c3ccccc3c3ccccc32)cc(C)c1-c1nnco1,0.524,4.027831428
6527,Cc1cc(-n2c3ccccc3c3ccccc32)cc(C)c1-c1nc2nc3ocnc3nc2o1,0.339,3.06400364
6528,Cc1cc(-c2ccc3c(c2)oc2ccccc23)cc(C)c1-c1nc2nc3ncoc3cc2o1,0.8319,3.892862884
6529,Cc1cc(-n2c3ccccc3c3ccncc32)cc(C)c1-c1cnoc1,0.7224,4.49124157
6530,Cc1cc(-n2c3ccccc3c3ccncc32)cc(C)c1-c1nc2nc3ocnc3nc2o1,0.4219,3.22727204
6531,Cc1cc(-n2c3ccccc3c3cnccc32)cc(C)c1-c1cccc2ocnc12,0.7884,4.475458958
6532,Cc1cc(-c2ccc3cc(N(C)C)ccc3c2)cc(C)c1-c1ncns1,0.7318,3.49802547
6533,Cc1cc(-c2cccc3c(N(C)C)cccc23)cc(C)c1-c1nnco1,0.9334,3.924972336
6534,Cc1cc(-c2cc3c4c(c2)CCCN4CCC3)cc(C)c1-c1nncs1,0.6117,3.774765408
6535,Cc1cc(-c2cc3c4c(c2)CCCN4CCC3)cc(C)c1-c1cccc2nn[nH]c12,0.5743,3.82456227
6536,Cc1cc(-c2cc3c4c(c2)CCCN4CCC3)cc(C)c1-c1nc2nc3nc[nH]c3nc2[nH]1,0.4314,3.271354508
6537,Cc1cc(-c2ccc3c(c2)C(C)c2ccccc2-3)cc(C)c1-c1ncon1,1.0992,4.233821726
6538,Cc1cc(-c2ccc3c4ccccc4n(C)c3c2)cc(C)c1-c1cnoc1,0.871,4.349470176
6539,Cc1cc(-c2ccc3c4ccccc4n(C)c3c2)cc(C)c1-c1cccc2ocnc12,0.8966,4.329605854
6540,Cc1cc(-c2ccc3[nH]c4c(C)cccc4c3c2)cc(C)c1-c1cnoc1,0.9195,4.60689002
6541,Cc1cc(-c2ccc3c(c2)-c2cnccc2[SiH2:2]3)cc(C)c1-c1cnco1,1.1183,4.332599108
6542,Cc1cc(-c2ccc3c(c2)-c2cccnc2[SiH2:2]3)cc(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,1.0701,4.328517398
6543,Cc1cc(-c2ccc3c(c2)-c2ccncc2[SiH2:2]3)cc(C)c1-c1nnn[nH]1,1.3078,4.615325554
6544,Cc1cc(-c2ccc3c(c2)-c2ccncc2[SiH2:2]3)cc(C)c1-c1cccc2c1ncn2C,1.0593,4.401716064
6545,Cc1cc(N2c3ccccc3Oc3ccccc32)cc(C)c1-c1ncon1,0.0094,3.255299782
6546,Cc1cc(N2c3ccccc3Oc3ccccc32)cc(C)c1-c1cccc2ocnc12,0.1933,3.425371032
6547,Cc1cc(N2c3ccccc3Oc3ccccc32)cc(C)c1-c1cccc2nn[nH]c12,0.2203,3.36741075
6548,Cc1cc(N2c3ccccc3Oc3ccccc32)cc(C)c1-c1cccc2c1ncn2C,0.4061,3.687688928
6549,Cc1cc(-c2ccc3c(c2)sc2ccccc23)cc(C)c1-c1nc2cc3ncoc3nc2o1,0.8797,3.949190482
6550,Cc1cc(-c2cnc3c(c2)-c2cccnc2[SiH2:2]3)cc(C)c1-c1cncs1,1.0392,4.60961116
6551,Cc1cc(-c2cnc3c(c2)[SiH2:2]c2cccnc2-3)cc(C)c1-c1ncns1,1.068,4.320081864
6552,Cc1cc(-c2cnc3c(c2)[SiH2:2]c2cccnc2-3)cc(C)c1-c1c2ncoc2cc2ncoc12,1.0514,4.311102102
6553,Cc1cc(-c2cncc3c2[SiH2:2]c2ccncc2-3)cc(C)c1-c1nc2nc3ncoc3cc2o1,0.922,4.217767
6554,Cc1cc(-c2ccc3c(c2)sc2ncccc23)cc(C)c1-c1cccc2scnc12,1.0965,4.3946411
6555,Cc1cc(-c2cnc3sc4ncccc4c3c2)cc(C)c1-c1nc2nc3nc[nH]c3nc2[nH]1,0.9641,4.1225271
6556,Cc1cc(P(c2ccccc2)c2ccccc2)cc(C)c1-c1cccc2nccnc12,0.4685,3.647143942
6557,Cc1cc(P(c2ccccc2)c2ccccc2)cc(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,1.042,4.495595394
6558,Cc1cc(P(c2ccccc2)c2ccccc2)cc(C)c1-c1nc2nc3ncoc3nc2o1,0.6035,3.62727962
6559,Cc1cc(-c2c3ncsc3cc3ncsc23)cc(C)c1-c1cnccn1,1.0761,4.323347232
6560,Cc1cc(-c2c3ncsc3cc3ncsc23)cc(C)c1-c1ccnc2cnncc12,0.4677,3.979123022
6561,Cc1cc(-c2c3ncsc3cc3ncsc23)cc(C)c1-c1ccc(-c2ccccn2)nc1,1.098,4.339401958
6562,Cc1cc(-c2c3ncsc3cc3ncsc23)cc(C)c1-c1nc2nc3nc[nH]c3nc2[nH]1,0.951,4.0408929
6563,Cc1cc(-c2c3ncsc3cc3ncsc23)cc(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,1.1061,4.356000912
6564,Cc1cc(-c2c3scnc3cc3ncsc23)cc(C)c1-c1cncnc1,1.2184,4.64090427
6565,Cc1cc(-c2c3scnc3cc3ncsc23)cc(C)c1-c1cccc2sccc12,1.294,4.652060944
6566,Cc1cc(-c2c3scnc3cc3ncsc23)cc(C)c1-c1ccnc2c1ccc1cccnc12,2.951,3.914087776
6567,Cc1cc(-c2c3scnc3cc3ncsc23)cc(C)c1-c1cncc2c1[SiH2:2]c1ccncc1-2,0.8675,4.184569092
6568,Cc1cc(-c2ccc(-n3cnc4ccccc43)cc2)cc(C)c1-c1cccc2sccc12,1.1057,4.697776096
6569,Cc1cc(-c2ccc(-n3cnc4ccccc43)cc2)cc(C)c1-c1c2ncsc2cc2ncsc12,0.8998,4.159806718
6570,Cc1cc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc(C)c1-c1nc2nc3ncoc3nc2o1,0.603,3.414758586
6571,Cc1cc(-n2c3ccccc3c(=O)c3ccccc32)cc(C)c1-c1ncon1,0.6143,3.993545064
6572,Cc1cc(N2c3ccccc3CCc3ccccc32)cc(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,0.5667,4.003069054
6573,Cc1cc(-n2c3c(C)cccc3c3cccc(C)c32)cc(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,0.4996,3.867012054
6574,Cc1cc(-n2c3c(C)cccc3c3cccc(C)c32)cc(C)c1-c1nc2nc3ocnc3nc2o1,0.0097,2.751888882
6575,Cc1cc(-c2ccc3c(c2)[SiH](C)c2ccccc2-3)cc(C)c1-c1nnco1,1.0952,4.153548096
6576,Cc1cc(-c2ccc3c(c2)[CH2:2]c2ncccc2[SiH2:2]3)cc(C)c1-c1cnco1,1.245,4.625393772
6577,Cc1cc(-c2ccc3c(c2)Oc2ccccc2N3C)cc(C)c1-c1nncn1C,0.6914,3.888236946
6578,Cc1cc(-c2ccc3c(c2)Oc2ccccc2N3C)cc(C)c1-c1cccc2ncncc12,0.0515,3.049853712
6579,Cc1cc(-c2ccc3c(c2)Oc2ccccc2N3C)cc(C)c1-c1c2[nH]cnc2nc2nc[nH]c12,0.678,3.81231714
6580,Cc1cc(-c2ccc3c(=O)c4ccccc4n(C)c3c2)cc(C)c1-c1nncn1C,0.7867,3.880617754
6581,Cc1cc(-c2ccc3c(=O)c4ccccc4n(C)c3c2)cc(C)c1-c1cccc2ncncc12,0.7552,3.71707724
6582,Cc1cc(-c2ccc3c(=O)c4ccccc4n(C)c3c2)cc(C)c1-c1nc2cc3ncoc3nc2o1,0.6153,3.602517246
6583,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)cc(C)c1-c1cccc2nccnc12,0.0004,2.669982568
6584,Cc1cc(-c2ccc3c(c2)N(C)c2ccccc2N3C)cc(C)c1-c1nnc[nH]1,0.5388,3.513535968
6585,Cc1cc(-c2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1ncon1,1.1839,5.070572276
6586,Cc1cc(-c2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1nc2nc3ncoc3cc2o1,0.984,4.312462672
6587,Cc1cc(-c2ccc3c(c2)Sc2ccccc2N3C)cc(C)c1-c1nncs1,0.6004,3.892046542
6588,Cc1cc(-c2ccc3cc4c(cc3c2)c2ccccc2n4C)cc(C)c1-c1c2ncsc2cc2ncsc12,0.8574,3.412037446
6589,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C)c1-c1ncns1,0.4243,3.711090732
6590,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C)c1-c1cccc2nn[nH]c12,0.6121,4.133955888
6591,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C)c1-c1cccc2scnc12,0.654,4.064566818
6592,Cc1cc(-c2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc(C)c1-c1cccc2ocnc12,0.6881,3.691498524
6593,Cc1cc(-n2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)cc(C)c1-c1cccc2nccnc12,0.0026,2.74154855
6594,Cc1cc(-c2ccc3c(c2)S(=O)(=O)c2ccccc2-3)cc(C)c1-c1nncn1C,1.1348,4.326884714
6595,Cc1cc(-c2ccc3c4ccccc4c4[nH]cnc4c3c2)cc(C)c1-c1ccc(-c2ccccn2)cc1,0.9513,4.342395212
6596,Cc1cc(-c2ccc3c4ccccc4c4[nH]cnc4c3c2)cc(C)c1-c1nc2nc3ncoc3cc2o1,0.7181,3.760887594
6597,Cc1cc(-c2ccc3c4ccccc4c4[nH]cnc4c3c2)cc(C)c1-c1ccc2c(c1)-c1cccnc1[SiH2:2]2,0.9424,4.208787238
6598,Cc1cc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc(C)c1-c1nncs1,0.7939,4.107832944
6599,Cc1cc(C)c(-n2ccnc2)c(C)c1-c1cccc2scnc12,1.0265,4.724171154
6600,Cc1cc(C)c(-n2ccnc2)c(C)c1-c1ccc(-c2ncccn2)cc1,1.0287,4.452601382
6601,Cc1cc(C)c(-n2cccn2)c(C)c1-c1nncs1,1.0252,5.240099298
6602,Cc1cc(C)c(-n2cccn2)c(C)c1-c1cccc2ccccc12,1.6687,4.748661414
6603,Cc1cc(C)c(-n2cccn2)c(C)c1-c1cccc([SH](=O)=O)c1,1.0163,5.19601683
6604,Cc1cc(C)c(-n2cccn2)c(C)c1-c1ccc2c(c1)oc1ccccc12,1.3328,4.9932919
6605,Cc1cc(C)c(-n2cccn2)c(C)c1-c1cccc2c1cnc1ccccc12,1.2142,4.703218376
6606,Cc1cc(C)c([SH](=O)=O)c(C)c1-c1cocn1,1.3716,5.60010612
6607,Cc1cc(C)c(-c2c3[nH]cnc3nc3nc[nH]c23)c(C)c1-c1cocn1,1.2067,4.86539832
6608,Cc1cc(C)c(-c2cncc3c2[nH]c2ccncc23)c(C)c1-c1cocn1,1.1955,5.173159254
6609,Cc1cc(C)c(-c2cocn2)c(C)c1-c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.2714,4.75519215
6610,Cc1cc(C)c(-c2cocn2)c(C)c1-c1cnc2c(c1)[SiH2:2]c1cccnc1-2,0.9493,4.692061702
6611,Cc1cc(C)c(-n2cnnc2)c(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,1.2283,4.83818692
6612,Cc1cc(C)c(-n2cnnc2)c(C)c1-c1cncc2c1[SiH2:2]c1ccncc1-2,1.1039,4.66131282
6613,Cc1cc(C)c(-c2cnco2)c(C)c1-c1ccnnc1,0.8426,4.91709998
6614,Cc1cc(C)c(-c2nnco2)c(C)c1-c1ccnnc1,0.8393,4.880908818
6615,Cc1cc(C)c(-n2cc[nH]c2=O)c(C)c1-c1cccc2nn[nH]c12,0.6414,4.247427426
6616,Cc1cc(C)c(-c2cnoc2)c(C)c1Nc1ccccc1,0.9196,4.874650196
6617,Cc1cc(C)c(-c2c3ncsc3cc3ncsc23)c(C)c1C1=Cc2ccccc2C1,0.8505,4.127153038
6618,Cc1cc(C)c(-n2ccc3ccccc32)c(C)c1-c1nncn1C,0.8883,4.760906544
6619,Cc1cc(C)c(-c2coc3ccccc23)c(C)c1-c1nnc[nH]1,1.4636,5.358196774
6620,Cc1cc(C)c(-n2ccc3cnccc32)c(C)c1-c1cccc2ocnc12,0.858,4.538589406
6621,Cc1cc(C)c(-n2cnc3ccccc32)c(C)c1-c1cncnc1,0.6925,4.746484502
6622,Cc1cc(C)c(-n2cnc3ccccc32)c(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,0.9853,4.340762528
6623,Cc1cc(C)c(-n2cnc3ccccc32)c(C)c1-c1c2ncsc2cc2ncsc12,0.9494,4.213957404
6624,Cc1cc(C)c(-c2nc3ccccc3o2)c(C)c1-c1cnccn1,0.8176,4.647435006
6625,Cc1cc(C)c(-c2nc3ccccc3o2)c(C)c1-c1ccc(-c2ncccn2)cc1,1.0306,4.512738576
6626,Cc1cc(C)c(-c2coc3nc4occc4nc23)c(C)c1-c1nc2ccccc2o1,0.8193,4.15926249
6627,Cc1cc(C)c(-c2ccnc3c2ccc2cccnc23)c(C)c1-c1nc2ccccc2o1,1.1995,4.649339804
6628,Cc1cc(C)c(-c2nc3ccccc3o2)c(C)c1-c1ccc2c(c1)C(C)c1ccccc1-2,1.1943,4.671381038
6629,Cc1cc(C)c(-n2nnc3ccccc32)c(C)c1-c1ccc(S(C)(=O)=O)cc1,1.397,5.176424622
6630,Cc1cc(C)c(-n2nnc3ccccc32)c(C)c1-c1nc2cc3ncoc3nc2o1,1.035,4.500221332
6631,Cc1cc(C)c(-n2nnc3ccccc32)c(C)c1-c1ccc2c(c1)[nH]c1ncccc12,0.9719,4.740497994
6632,Cc1cc(C)c(-n2nnc3ccccc32)c(C)c1-c1ccc2c(c1)oc1ncccc12,1.3462,4.85315319
6633,Cc1cc(C)c(-n2nnc3ccccc32)c(C)c1-c1cnc2c(c1)[SiH2:2]c1cccnc1-2,0.9727,4.77151899
6634,Cc1cc(C)c(-n2nnc3ccccc32)c(C)c1-c1c2ncsc2cc2ncsc12,1.1791,4.567705604
6635,Cc1cc(C)c(-c2cnco2)c(C)c1-c1ccc2cnccc2c1,1.3782,4.630291824
6636,Cc1cc(C)c(-c2cccc3ncncc23)c(C)c1-c1ccc2cnccc2c1,0.9759,4.45450618
6637,Cc1cc(C)c(-c2cccc3ncccc23)c(C)c1-c1cnco1,1.3516,4.679272344
6638,Cc1cc(C)c(-c2cccc3ncccc23)c(C)c1-c1ccnnc1,0.8389,4.71301448
6639,Cc1cc(C)c(-c2cccc3c2ncn3C)c(C)c1-c1cccc2ncccc12,1.3093,4.663217618
6640,Cc1cc(C)c(-c2cccc3ncccc23)c(C)c1-c1nc2nc3ncoc3nc2o1,0.8694,4.040620786
6641,Cc1cc(C)c(-c2cccc3ncccc23)c(C)c1-c1ccc(C(=O)C(F)(F)F)cc1,0.8989,4.072730238
6642,Cc1cc(C)c(-c2cccc3ncccc23)c(C)c1-c1cncc2c1[SiH2:2]c1ccncc1-2,1.1974,4.502398244
6643,Cc1cc(C)c(-c2ccnc3ncccc23)c(C)c1-c1cncs1,0.7738,4.809070722
6644,Cc1cc(C)c(-c2c3nc[nH]c3cc3[nH]cnc23)c(C)c1C1=CC(C)c2ccccc21,1.2103,4.638455244
6645,Cc1cc(C)c(-c2ccnc3cnncc23)c(C)c1-c1cncs1,0.3581,4.282530132
6646,Cc1cc(C)c(-c2ccnc3cnncc23)c(C)c1-c1ncns1,0.3557,4.256679302
6647,Cc1cc(C)c(-c2cccc3c2ccn3C)c(C)c1-c1ncon1,0.8905,4.53205867
6648,Cc1cc(C)c(-c2cccc3scnc23)c(C)c1-c1cc(F)c(F)c(F)c1,1.129,5.080912608
6649,Cc1cc(C)c(-c2nc3cc4ncoc4nc3o2)c(C)c1-c1cc(F)c(F)c(F)c1,1.0777,4.565256578
6650,Cc1cc(C)c(-c2cc3ccccc3s2)c(C)c1-c1ncon1,1.2563,4.847438796
6651,Cc1cc(C)c(-c2nc3ccccc3s2)c(C)c1-c1cnc2cccnc2c1,0.6932,4.52797696
6652,Cc1cc(C)c(-c2nc3ccccc3s2)c(C)c1-c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.3279,4.848799366
6653,Cc1cc(C)c(-c2cccc3c(=O)cc[nH]c23)c(C)c1-c1nnc[nH]1,0.7014,4.667299328
6654,Cc1cc(C)c(-n2ccc3cc4ccoc4cc32)c(C)c1-c1cccc2ncncc12,0.1137,3.297477452
6655,Cc1cc(C)c(-c2c3ccoc3cc3ccoc23)c(C)c1-c1ncns1,1.1165,4.33885773
6656,Cc1cc(C)c(-c2c3ccoc3cc3ccoc23)c(C)c1-c1cccc2ocnc12,1.4369,4.593556434
6657,Cc1cc(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c1-c1nnn[nH]1,0.6693,4.2585841
6658,Cc1cc(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c1-c1nncn1C,1.0468,4.689068448
6659,Cc1cc(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c1-c1ccnc2ccncc12,0.3879,3.656123704
6660,Cc1cc(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c1-c1c[nH]c2nc3occc3nc12,0.5381,3.672994772
6661,Cc1cc(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c1-c1coc2nc3occc3nc12,0.272,3.485236112
6662,Cc1cc(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c1-c1nc2nc3ocnc3nc2o1,0.043,3.033798986
6663,Cc1cc(C)c(-n2ccc3nc4ccoc4nc32)c(C)c1-c1c2ncoc2cc2ncoc12,1.0679,4.520901996
6664,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4cc32)c(C)c1-c1cncc2nccnc12,0.2456,3.338566666
6665,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4cc32)c(C)c1-c1c2[nH]cnc2nc2nc[nH]c12,1.1483,4.856146444
6666,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4cc32)c(C)c1-c1ccc2c(c1)sc1ccccc12,1.039,4.712470252
6667,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4cc32)c(C)c1-c1ccc2sc3ncccc3c2c1,0.9145,4.42457364
6668,Cc1cc(C)c(-c2cccc3ncncc23)c(C)c1-c1nc2cc3ocnc3cc2o1,0.8911,4.272461914
6669,Cc1cc(C)c(-c2nc3cc4ocnc4cc3o2)c(C)c1-c1ccc2c(c1)oc1ncccc12,1.2204,4.535051924
6670,Cc1cc(C)c(-c2nc3cc4ocnc4cc3o2)c(C)c1-c1cnc2c(c1)[SiH2:2]c1cccnc1-2,1.0262,4.479812782
6671,Cc1cc(C)c(-c2nc3cc4ocnc4cc3o2)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9885,4.584848786
6672,Cc1cc(C)c(-c2nc3cc4ocnc4cc3o2)c(C)c1-c1cnc2sc3ncccc3c2c1,1.0846,4.432192832
6673,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c1-c1cncnc1,0.7929,4.59464489
6674,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c1-c1cccc2nccnc12,0.7815,3.992728722
6675,Cc1cc(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c1-c1ccc(-c2ccccn2)nc1,0.8107,4.618590922
6676,Cc1cc(C)c(C2c3ccccc3-c3ccccc32)c(C)c1-c1nncs1,1.3226,4.784308348
6677,Cc1cc(C)c(-n2c3ccccc3c3ccccc32)c(C)c1-c1nc2nc3ncoc3cc2o1,0.1694,3.632449786
6678,Cc1cc(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c1-c1ccc2c(c1)oc1ccccc12,0.9517,4.368518156
6679,Cc1cc(C)c(-n2c3ccccc3c3ccncc32)c(C)c1-c1nnc[nH]1,0.7752,4.57423634
6680,Cc1cc(C)c(-n2c3ccccc3c3cnccc32)c(C)c1-c1ncns1,0.5463,4.260488898
6681,Cc1cc(C)c(-n2c3ccccc3c3cnccc32)c(C)c1-c1c2[nH]cnc2nc2nc[nH]c12,1.0231,4.885534756
