Index,SMILES,ST Gap,HL Gap,S1,T1
1,c1cc2cc(-c3ccc(-c4ccc5cnccc5c4)c4nccnc34)ccc2cn1,0.8258,3.660477528,3.1476,2.3218
2,c1ccc(P(c2ccccc2)c2c3nc[nH]c3c(P(c3ccccc3)c3ccccc3)c3[nH]cnc23)cc1,0.5396,3.98238839,3.2681,2.7285
3,CN1c2ccccc2Oc2cc(-c3cc(-c4ccc5c(c4)Oc4ccccc4N5C)cc([SH](=O)=O)c3)ccc21,0.6255,3.696124462,3.2035,2.578
4,C(#Cc1ccc2c(c1)oc1ccccc12)c1ccc2c(c1)[nH]c1cc(C#Cc3ccc4c(c3)oc3ccccc34)ccc12,0.8081,3.342104148,3.0034,2.1953
5,O=c1[nH]ccn1C=Cc1ccc2cc3ccccc3cc2c1C=Cn1cc[nH]c1=O,1.1756,3.13067157,2.8071,1.6315
6,O=[SH](=O)c1cc(CSCn2cccn2)cc(CSCn2cccn2)c1,0.6887,4.890704922,4.2452,3.5565
7,CC1(C)c2ccccc2N(CSCC2=CC(=O)C=C(CSCN3c4ccccc4C(C)(C)c4ccccc43)C2=O)c2ccccc21,0.0063,1.728740242,1.2832,1.2769
8,c1cc2c(c(-c3ccc(-c4ccc5c(c4)[nH]c4cc(-c6ccc(-c7cccc8c7[SiH2:2]c7cccnc7[SiH2]8)cc6)ccc45)cc3)c1)[SiH2:2]c1cccnc1[SiH2]2,0.912,4.073002352,3.6518,2.7398
9,O=c1[nH]ccn1C1CCC(c2ccc3c(c2)[nH]c2cc(C4CCC(n5cc[nH]c5=O)CC4)ccc23)CC1,2.4016,3.59870765,2.7449,0.3433
10,Cc1cc(-c2cncc(-c3cc(C)c(-c4ccc(N(C)C)cc4)cc3C)n2)c(C)cc1-c1ccc(N(C)C)cc1,0.4778,3.758166454,3.3536,2.8758
11,Cc1cc(S(=O)(=O)c2cc(C)c(N(c3ccccc3)c3ccccc3)cc2C)c(C)cc1N(c1ccccc1)c1ccccc1,0.6329,4.198174792,3.6498,3.0169
12,Cc1cc(-n2c3ccncc3c3cnccc32)cc(C)c1-c1cc(-c2cc(C)c(-n3c4ccncc4c4cnccc43)c(C)c2)c(F)c(F)c1F,0.9514,4.645530208,4.2033,3.2519
13,Cc1cc(P(c2ccccc2)c2ccccc2)cc(C)c1-c1cnc2ncc(-c3cc(C)c(P(c4ccccc4)c4ccccc4)c(C)c3)cc2c1,0.5469,3.738030018,3.3212,2.7743
14,Cc1cc(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1nc2nc3nc(-c4cc(C)c(-c5ccnc6c5[SiH2:2]c5cccnc5[SiH2]6)c(C)c4)oc3nc2o1,0.8787,3.781296144,3.3827,2.504
15,Cc1c(C)c(N2c3ccccc3Sc3ccccc32)c(C)c(C)c1-c1c(F)c(F)c(-c2c(C)c(C)c(N3c4ccccc4Sc4ccccc43)c(C)c2C)c(F)c1F,0.3515,3.686328358,3.2569,2.9054
16,c1ccc(C2(c3ccccc3)CC(c3nc4nc5nc(C6CC(n7c8ccncc8c8cnccc87)CC(c7ccccc7)(c7ccccc7)C6)oc5cc4o3)CC(n3c4ccncc4c4cnccc43)C2)cc1,0.5916,4.289332982,3.8484,3.2568
17,O=Cc1cc(C2CC(c3ccnc4c3[SiH2:2]c3cccnc3[SiH2]4)CC(c3ccccc3)(c3ccccc3)C2)c(C=O)cc1C1CC(c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)CC(c2ccccc2)(c2ccccc2)C1,0.4463,3.692042752,3.2829,2.8366
18,CN1c2ccccc2N(C)c2cc(C#CS(=O)(=O)C#Cc3ccc(-n4cnc5ccccc54)cc3)ccc21,0.413,2.850938378,2.5199,2.1069
19,CN(C)c1cccc2c(C#Cc3cncc(C#Cc4ccc5c(c4)[nH]c4ncccc45)c3)cccc12,0.9968,3.54292428,3.1724,2.1756
20,C(#Cc1nc2cc3ocnc3cc2o1)c1cncc(C#Cc2ccnc3c2ccc2cccnc23)c1,1.1198,3.760343366,3.4366,2.3168
21,Cn1c2ccccc2c2cc3cc(C#Cc4cncc(C#Cn5c6ccccc6c6c7ccccc7[nH]c65)c4)ccc3cc21,1.0065,3.42591526,3.1365,2.13
22,C(#Cc1ccc2c3ccccc3c3[nH]cnc3c2c1)c1cncc(C#Cc2c3ccoc3cc3ccoc23)c1,1.1832,3.691498524,3.4183,2.2351
23,C(#Cc1cnncc1C#Cc1cnc2sc3ncccc3c2c1)c1ccc(-c2ccccn2)nc1,0.7102,3.520066704,2.9276,2.2174
24,C(#Cc1cnncc1C#Cn1c2ccccc2c2c3c(ccc21)[nH]c1ccccc13)c1ccc2c(c1)Oc1ccccc1O2,0.5938,3.206591376,2.7982,2.2044
25,CC1C=C(C#Cc2ncnc(C#Cc3cc(F)c(F)c(F)c3)n2)c2ccccc21,1.0265,3.56877511,3.2197,2.1932
26,C(#Cc1ncnc(C#Cc2c3ncsc3cc3ncsc23)n1)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9714,3.635715154,3.2751,2.3037
27,Cn1c(C#Cc2ccc3c(c2)S(=O)(=O)c2ccccc2-3)nnc1C#Cc1c2ncsc2cc2ncsc12,0.8497,3.391084668,3.0406,2.1909
28,Cn1c(C#Cc2cccs2)nnc1C#Cc1cccc2c1[SiH2:2]c1cccnc1[SiH2]2,1.1077,3.745921324,3.4127,2.305
29,C(#Cn1ccc2ccccc21)c1nnc(C#Cn2c3ccccc3c3c4ccccc4[nH]c32)s1,0.5693,3.26264686,2.8719,2.3026
30,C(#Cc1nnc(C#Cn2ccc3cnccc32)s1)c1cnc2sc3ncccc3c2c1,0.9457,3.545101192,3.1784,2.2327
31,O=C1C=C(C#Cc2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)C(=O)C(C#Cc2cc3c4c(c2)CCCN4CCC3)=C1,0.4128,1.850919428,1.5804,1.1676
32,O=C1C=C(C#Cc2ccc3c(c2)sc2ncccc23)C(=O)C(C#Cc2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)=C1,0.6444,2.546170698,2.1414,1.497
33,CC#Cc1ncc(C#Cc2cccs2)c2[nH]ccc12,1.2744,3.59326537,3.3816,2.1072
34,C(#Cn1c2ccccc2c2c3c(ccc21)[nH]c1ccccc13)c1ncc(C#Cn2ccc3cc4ccoc4cc32)c2[nH]ccc12,0.8316,3.510814828,3.1573,2.3257
35,O=c1[nH]ccn1C#Cc1ccc(C#Cc2ccc3c(c2)oc2ncccc23)c2ocnc12,0.9268,3.310811038,3.0593,2.1325
36,Cn1c2ccccc2c(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)[SiH](C)c4ccccc4-5)c4[nH]nnc34)cc21,0.9459,3.1020996,2.8267,1.8808
37,N#Cc1cc(C#N)c(C#Cn2c3ccccc3c3cnccc32)cc1C#Cc1ccc2c(c1)-c1cnccc1[SiH2:2]2,0.7629,3.343464718,2.9798,2.2169
38,N#Cc1cc(C#N)c(C#Cc2cccc3c(=O)cc[nH]c23)cc1C#Cc1cnc2c(c1)[SiH2:2]c1cccnc1-2,0.6025,3.052030624,2.6851,2.0826
39,N#Cc1cc(C#N)c(C#Cc2cocn2)cc1C#Cc1ccc(-n2cnc3ccccc32)cc1,0.7453,3.21502691,2.912,2.1667
40,N#Cc1cc(C#N)c(C#Cc2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc1C#Cc1cnc2c(c1)-c1cccnc1[SiH2:2]2,1.0079,3.513535968,3.1718,2.1639
41,C(#Cc1c(C#Cc2ccnc3cnncc23)ccc2ccccc12)c1ccc2c(c1)sc1ccccc12,0.6971,2.863727736,2.4973,1.8002
42,C(#Cc1cnc2ncc(C#Cc3ccc4c(c3)Oc3ccccc3O4)cc2c1)c1cc2c3c(c1)CCCN3CCC2,0.5585,2.95923975,2.6387,2.0802
43,C[SiH]1c2ccccc2-c2ccc(C#Cc3cnc4ncc(C#CNc5ccccc5)cc4c3)cc21,0.7793,3.403057684,3.0074,2.2281
44,C(#Cc1cnc2cncc(C#Cn3c4ccccc4c4ccncc43)c2c1)c1ccc2c(c1)Oc1ccccc1O2,0.7253,3.20142121,2.8279,2.1026
45,Cn1ccc2c(C#Cc3ccc(C#Cc4ccnnc4)c4nccnc34)cccc21,0.7306,2.679234444,2.3791,1.6485
46,CN(C)c1ccc(C#Cc2ccc(C#Cc3cccc4c(N(C)C)cccc34)c3nccnc23)cc1,0.759,2.662091262,2.3595,1.6005
47,C(#Cc1ccc(C#Cc2nc3cc4ocnc4cc3o2)c2nccnc12)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9341,2.956790724,2.6714,1.7373
48,C(#Cc1ccc(C#Cn2c3ccccc3c3ccccc32)c2nccnc12)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.7683,2.844135528,2.4963,1.728
49,C(#Cn1ccc2ccccc21)c1nc2nccnc2nc1C#Cn1c2ccccc2c2c3ccccc3[nH]c21,1.7646,2.458822104,2.0538,0.2892
50,CN(C)c1ccc2cc(C#Cc3nc4nccnc4nc3C#Cc3ccc4c(c3)Sc3ccccc3N4C)ccc2c1,0.4488,2.605763664,2.3452,1.8964
51,C(#Cc1ccc(C#Cc2ccc3c(c2)-c2ncccc2[SiH2:2]3)c2sccc12)c1ccc(-c2ccccn2)nc1,0.952,3.220197076,2.9273,1.9753
52,O=Cc1cc(C#Cn2cnc3ccccc32)c(C=O)cc1C#Cc1ccc2cnc3ccccc3c2c1,0.6461,3.060466158,2.6721,2.026
53,O=Cc1cc(C#Cc2nc3ccccc3o2)c(C=O)cc1C#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,1.9323,2.339908286,2.0697,0.1374
54,C(#Cc1ccc(C#Cn2cnc3nc4nc[nH]c4nc32)c2scnc12)c1ccc2c(c1)-c1cnccc1[SiH2:2]2,1.0801,3.529862808,3.2404,2.1603
55,O=[SH](=O)c1cc(C#Cc2ccc(-c3ccccn3)nc2)cc(C#Cc2ccc3c(c2)sc2ncccc23)c1,1.1378,3.792724932,3.4814,2.3436
56,O=[SH](=O)c1cc(C#Cc2cc3ccccc3s2)cc(C#CP(c2ccccc2)c2ccccc2)c1,1.3071,3.804425834,3.5526,2.2455
57,FC(F)(F)c1cc(C#CN(c2ccccc2)c2ccccc2)cc(C#Cn2c3ccccc3c3ccccc32)c1,0.9562,4.098853182,3.6444,2.6882
58,O=C1NC(=O)c2c(C#Cc3nc4ccccc4s3)ccc(C#Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)c21,2.201,2.643315396,2.3614,0.1604
59,O=C1NC(=O)c2c(C#Cn3nnc4ccccc43)ccc(C#Cc3ccc4c(c3)-c3ccncc3[SiH2:2]4)c21,0.8756,3.535032974,3.0938,2.2182
60,O=C1NC(=O)c2c(C#Cc3ccc4c(c3)[CH2:2]c3cccnc3[SiH2:2]4)ccc(C#Cc3ccc4c(c3)-c3ncccc3[SiH2:2]4)c21,0.9225,3.46673236,3.0531,2.1306
61,CC1(C)c2ccccc2N(C#Cc2ccc(C#Cc3ccc4c(c3)[CH2:2]c3ncccc3[SiH2:2]4)c3c2C(=O)NC3=O)c2ccccc21,0.3978,2.921415904,2.4958,2.098
62,CN1c2ccccc2N(C)c2cc(C#Cc3cc(C#Cn4nnc5ccccc54)c(C#N)c(C#N)c3C#N)ccc21,0.3263,2.009289776,1.7463,1.42
63,N#Cc1cc(C#N)c(C#Cn2ccc3ccccc32)c(C#N)c1C#Cc1ccnc2cnncc12,0.3791,2.750800426,2.3911,2.012
64,CC1(C)c2ccccc2-c2ccc(C#Cc3c(C#N)cc(C#N)c(C#Cc4c5ncsc5cc5ncsc45)c3C#N)cc21,0.7037,2.963593574,2.6426,1.9389
65,CN1c2ccccc2Oc2cc(C#Cc3ccc(C#Cc4nc5ccccc5s4)c4c3C(=O)C=CC4=O)ccc21,0.1939,1.870239522,1.5699,1.376
66,CN(C)c1ccc2cc(C#Cc3ccc(C#CN4c5ccccc5Oc5ccccc54)c4c3C(=O)C=CC4=O)ccc2c1,0.4502,1.930920944,1.6714,1.2212
67,O=C1C=CC(=O)c2c(C#Cn3nnc4ccccc43)ccc(C#Cc3ccnc4c3[CH2:2]c3cccnc3[SiH2:2]4)c21,0.4647,2.652295158,2.2517,1.787
68,CN1c2ccccc2N(C)c2cc(C#Cc3ccc(C#CN4c5ccccc5Sc5ccccc54)c4c3C(=O)C=CC4=O)ccc21,0.2496,1.642752218,1.3775,1.1279
69,C(#Cc1c2ccoc2c(C#Cc2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)c2ccoc12)Nc1ccccc1,1.0112,3.124140834,2.9263,1.9151
70,CN(C)c1ccc2cc(C#Cc3c4nc[nH]c4c(C#Cn4cnc5ccccc54)c4[nH]cnc34)ccc2c1,0.9124,2.98236944,2.7668,1.8544
71,C(#Cc1c2nc[nH]c2c(C#Cc2cncc3c2[SiH2:2]c2ccncc2-3)c2[nH]cnc12)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9458,3.025635566,2.7617,1.8159
72,CC1c2ccccc2-c2ccc(C#Cc3c4ncoc4c(C#Cc4ccnnc4)c4ncoc34)cc21,0.9303,2.997607824,2.7889,1.8586
73,O=S1(=O)c2ccccc2-c2ccc(C#Cc3c4ncoc4c(C#Cc4cccs4)c4ncoc34)cc21,1.0107,3.007676042,2.8091,1.7984
74,C(#Cc1coc2nc3occ(C#Cn4ccc5cnccc54)c3nc12)c1cncc2c1[SiH2:2]c1ccncc1-2,0.8314,3.750547262,3.2706,2.4392
75,C(#Cc1coc2nc3occ(C#Cn4c5ccccc5c5cnccc54)c3nc12)c1cnc2sc3ncccc3c2c1,0.5695,3.424826804,2.9583,2.3888
76,C(#Cc1coc2nc3occ(C#Cc4ccnc5c4ccc4cccnc45)c3nc12)c1ccc2c(c1)sc1ncccc12,0.8646,3.610680666,3.1877,2.3231
77,C(#Cc1nc2nc3nc(C#Cc4cc5ccccc5s4)[nH]c3nc2[nH]1)c1ccc2c(c1)-c1cnccc1[SiH2:2]2,0.8834,3.13747442,2.87,1.9866
78,C[SiH]1c2ccccc2-c2ccc(C#Cc3nc4nc5nc(C#Cc6ccc(-n7c8ccccc8c8ccccc87)cc6)[nH]c5nc4[nH]3)cc21,0.681,3.044139318,2.7246,2.0436
79,Cn1c2ccccc2c(=O)c2ccc(C#Cc3nc4nc5nc(C#Cn6cccn6)[nH]c5nc4[nH]3)cc21,0.8233,3.285504436,2.9831,2.1598
80,C(#Cc1nc2nc3nc(C#Cc4ccnc5c4[CH2:2]c4cccnc4[SiH2:2]5)oc3cc2o1)C1=Cc2ccccc2C1,0.9343,3.136385964,2.8596,1.9253
81,C(#Cc1nc2nc3nc(C#Cc4ccnc5c4[SiH2:2]c4cccnc4[SiH2]5)oc3cc2o1)c1ccc2c(c1)[nH]c1ncccc12,0.7242,3.28169484,2.964,2.2398
82,CN1c2ccccc2N(C)c2cc(C#Cc3nc4nc5nc(C#Cc6ccc(-c7ccccn7)nc6)oc5cc4o3)ccc21,0.298,2.358139924,2.14,1.842
83,C(#Cc1nc2cc3nc(C#CN4c5ccccc5Oc5ccccc54)oc3nc2o1)c1ccc2c(c1)-c1cnccc1[SiH2:2]2,0.4279,2.978831958,2.7073,2.2794
84,Cn1c2ccccc2c2cc3cc(C#Cc4nc5cc6nc(C#Cc7c8ncsc8cc8ncsc78)oc6nc5o4)ccc3cc21,0.5907,2.875156524,2.6326,2.0419
85,C(#Cn1cnc2nc3nc[nH]c3cc21)c1nc2nc3oc(C#Cn4cnc5nc6nc[nH]c6nc54)nc3nc2o1,0.9202,3.396254834,3.1099,2.1897
86,C(#Cc1cc2ccccc2s1)c1nc2nc3oc(C#CN(c4ccccc4)c4ccccc4)nc3nc2o1,0.8512,2.981280984,2.7338,1.8826
87,C(#CN1c2ccccc2Sc2ccccc21)c1nc2nc3oc(C#Cn4c5ccncc5c5cnccc54)nc3nc2o1,0.6991,3.093119838,2.7967,2.0976
88,C(#Cc1nc2nc3nc(C#Cn4cnc5cc6nc[nH]c6cc54)oc3nc2o1)c1ccc2c(c1)oc1ccccc12,0.7195,3.230809522,2.9007,2.1812
89,C(#Cc1ccnc2c1[SiH2:2]c1cccnc1[SiH2]2)c1ccc2c(c1)Cc1cc(C#Cn3c4ccccc4c4c5ccccc5[nH]c43)ccc1-2,0.5089,2.988628062,2.7266,2.2177
90,C(#Cc1cocn1)c1ccc2c(c1)oc1cc(C#Cc3cccc4c3[SiH2:2]c3cccnc3[SiH2]4)ccc12,1.0055,3.590000002,3.2892,2.2837
91,C(#CC1c2ccccc2-c2ccccc21)c1cncc2c1[nH]c1c(C#Cn3cccn3)cncc12,1.0305,4.387294022,3.9338,2.9033
92,C(#Cc1cnc2oc3ncc(C#Cc4c5ncsc5cc5ncsc45)cc3c2c1)Nc1ccccc1,0.7541,3.376118398,3.079,2.3249
93,C(#Cc1cnc2oc3ncc(C#Cn4c5ccccc5c5c6ccccc6[nH]c54)cc3c2c1)c1ccc2c(c1)[CH2:2]c1cccnc1[SiH2:2]2,0.2124,3.1973395,2.8506,2.6382
94,Cc1cccc2c3cccc(C)c3n(C#Cc3ccnc4c3ccc3c(C#Cn5c6ccccc6c(=O)c6ccccc65)ccnc34)c12,0.6662,3.531767606,3.0713,2.4051
95,CC1c2cc(C#CC3=Cc4ccccc4C3)ccc2-c2ccc(C#Cn3cccn3)cc21,1.1062,3.338566666,3.0708,1.9646
96,CC1c2cc(C#Cc3cocn3)ccc2-c2ccc(C#CN3c4ccccc4Sc4ccccc43)cc21,0.8388,3.428908514,3.1123,2.2735
97,CC#Cc1ccc2c(c1)C(C)c1cc(C#Cc3cccc4c(=O)cc[nH]c34)ccc1-2,0.9569,3.55652998,3.2174,2.2605
98,CN(C)c1ccc2cc(C#Cc3ccc4c(c3)sc3cc(C#Cn5cnc6ccccc65)ccc34)ccc2c1,0.7782,3.180196318,2.9057,2.1275
99,Cn1ccc2c(C#Cc3ccc4c(c3)sc3cc(C#Cn5cnc6nc7nc[nH]c7cc65)ccc34)cccc21,0.8461,3.373669372,3.0532,2.2071
100,Cc1cccc2c3cccc(C)c3n(C#Cc3ccc4c(c3)sc3cc(C#Cc5c6scnc6cc6ncsc56)ccc34)c12,0.7134,3.1973395,2.9019,2.1885
101,C(#Cc1ccc2c(c1)sc1ncccc12)c1cnc2c(c1)[SiH2:2]c1cc(C#CN(c3ccccc3)c3ccccc3)cnc1-2,0.6654,3.081963164,2.7806,2.1152
102,C(#Cc1cnc2c(c1)-c1cc(C#Cn3ccc4cnccc43)cnc1[SiH2:2]2)Nc1ccccc1,0.7703,3.677348596,3.2987,2.5284
103,C(#Cc1ccc2cnccc2c1)c1cnc2c(c1)-c1cc(C#CC3c4ccccc4-c4ccccc43)cnc1[SiH2:2]2,1.1457,3.754628972,3.4666,2.3209
104,C(#Cc1cncc2c1-c1c(C#Cn3c4ccncc4c4cnccc43)cncc1[SiH2:2]2)c1ccc2c3ccccc3c3nccnc3c2c1,0.7348,3.508093688,3.0313,2.2965
105,CC1C=C(C#Cc2cnc3sc4ncc(C#Cc5ccc6c(=O)c7ccccc7n(C)c6c5)cc4c3c2)c2ccccc21,0.9548,3.619388314,3.227,2.2722
106,C(#Cc1c2ncsc2c(C#Cc2cocn2)c2ncsc12)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,1.1055,3.21774805,3.0014,1.8959
107,O=S(=O)(C=Cc1ccnc2c1[SiH2:2]c1cccnc1[SiH2]2)C=Cn1c2ccncc2c2cnccc21,0.7186,4.425662096,3.8013,3.0827
108,O=S(=O)(C=Cc1ccc2c(c1)-c1ccncc1[SiH2:2]2)C=Cc1cc2ccccc2s1,1.2049,3.760887594,3.4192,2.2143
109,C(=Cc1cncc(C=Cc2nc3cc4ocnc4cc3o2)c1)c1ccnnc1,0.9168,3.614218148,3.0022,2.0854
110,C(=CN1c2ccccc2Oc2ccccc21)c1cncc(C=Cn2nnc3ccccc32)n1,0.5067,3.302647618,2.8324,2.3257
111,Cn1c2ccccc2c2ccc(C=Cc3cncc(C=Cc4ccc(-c5ccccn5)nc4)n3)cc21,0.8206,3.296388996,2.8843,2.0637
112,C(=Cc1cncc(C=Cc2cc3ccccc3s2)n1)c1ccc2c(c1)[CH2:2]c1ncccc1[SiH2:2]2,1.1139,3.435167136,3.0133,1.8994
113,C(=Cc1cncc(C=CN2c3ccccc3Sc3ccccc32)n1)c1ccc2c(c1)-c1ccncc1[SiH2:2]2,0.6412,3.23679603,2.7913,2.1501
114,Cn1c2ccccc2c2cc3cc(C=Cc4cncc(C=CN5c6ccccc6C(C)(C)c6ccccc65)n4)ccc3cc21,0.9977,3.388907756,3.0062,2.0085
115,C(=Cc1cnncc1C=Cc1cncc2c1[SiH2:2]c1ccncc1-2)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.8013,3.598163422,2.9309,2.1296
116,C(=Cc1cnncc1C=Cc1c2scnc2cc2ncsc12)c1ccc2c(c1)oc1ncccc12,0.8512,3.395166378,2.9022,2.051
117,Cc1cccc2c3cccc(C)c3n(C=Cc3ncnc(C=Cc4ccnc5c4[SiH2:2]c4cccnc4[SiH2]5)n3)c12,0.4195,3.24632002,2.8508,2.4313
118,Cn1c(C=Cc2ccc3c(c2)-c2cnccc2[SiH2:2]3)nnc1C=Cn1ccnc1,1.1964,3.520610932,3.2546,2.0582
119,Cn1c(C=Cc2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)nnc1C=Cn1c2ccccc2c2cnccc21,1.0427,3.694219664,3.3171,2.2744
120,O=C1C=C(C=Cc2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)C(=O)C(C=Cc2ccc3c(c2)sc2ccccc23)=C1,0.6721,2.419365574,1.9877,1.3156
121,O=C1C=C(C=Cc2ccc3c(c2)Oc2ccccc2O3)C(=O)C(C=Cc2cnc3sc4ncccc4c3c2)=C1,0.5356,2.06126355,1.7383,1.2027
122,C(=Cc1ncc(C=Cc2cncc3c2[SiH2:2]c2ccncc2-3)c2[nH]ccc12)c1ccc2c(c1)sc1ncccc12,0.9689,3.020193286,2.723,1.7541
123,C(=Cc1ccc(C=Cn2nnc3ccccc32)c2ncoc12)c1cnc2sc3ncccc3c2c1,1.1693,3.232986434,2.9991,1.8298
124,C(=Cc1ccc(C=CC2c3ccccc3-c3ccccc32)c2ocnc12)c1ccc2c(c1)sc1ccccc12,1.2357,3.350811796,3.1289,1.8932
125,N#Cc1cc(C=Cc2ccc3cnc4ccccc4c3c2)c(C=Cc2cc3ccccc3s2)cc1C#N,0.9355,3.154345488,2.8018,1.8663
126,CN1c2ccccc2N(C)c2cc(C=Cc3cc(C#N)c(C#N)cc3C=Cc3ccnc4c3[CH2:2]c3cccnc3[SiH2:2]4)ccc21,0.3585,2.18235428,1.8902,1.5317
127,N#Cc1cc(C#N)c(C=Cn2cnnc2)cc1C=Cc1cccc2c(=O)cc[nH]c12,0.3238,2.801685744,2.3971,2.0733
128,N#Cc1cc(C#N)c(C=Cc2cccs2)cc1C=Cc1ccnnc1,0.9322,3.114888958,2.7136,1.7814
129,CC=Cc1cc(C=Cn2c3ccccc3c3cnccc32)c(C#N)cc1C#N,0.7813,3.434622908,3.0302,2.2489
130,C(=Cc1ccc2ccccc2c1C=Cc1ccc2c(c1)-c1cnccc1[SiH2:2]2)c1cc2c3c(c1)CCCN3CCC2,0.6578,2.843319186,2.5071,1.8493
131,C(=Cc1c(C=Cc2ccc3cnc4ccccc4c3c2)ccc2ccccc12)c1cnc2c(c1)[SiH2:2]c1cccnc1-2,0.961,3.305368758,2.9305,1.9695
132,C(=Cn1nnc2ccccc21)c1ccc2ccccc2c1C=Cc1c2ncsc2cc2ncsc12,0.771,3.429724856,2.9161,2.1451
133,CN1c2ccccc2Oc2cc(C=Cc3cnc4ncc(C=Cn5c6ccccc6c6cnccc65)cc4c3)ccc21,0.7063,2.851482606,2.5517,1.8454
134,C(=Cc1cnc2cncc(C=Cn3ccc4nc5ccoc5nc43)c2c1)C1=Cc2ccccc2C1,1.1379,3.124685062,2.8007,1.6628
135,C(=Cc1cnc2cncc(C=Cc3nc4cc5ocnc5cc4o3)c2c1)c1ccc2c(c1)[nH]c1ncccc12,0.9444,3.16740696,2.8268,1.8824
136,C(=Cc1cnc2cncc(C=Cc3nc4ccccc4o3)c2c1)c1ccc2c(c1)[CH2:2]c1cccnc1[SiH2:2]2,1.021,3.256116124,2.8833,1.8623
137,Fc1cc(C=Cc2cc(C=CC3=Cc4ccccc4C3)c(F)c(F)c2F)cc(F)c1F,1.2387,3.446595924,3.0869,1.8482
138,C(=Cn1cnc2cc3nc[nH]c3cc21)c1nc2nccnc2nc1C=Cn1cnc2nc3nc[nH]c3cc21,0.2643,2.698554538,2.3197,2.0554
139,Cn1c2ccccc2c(=O)c2ccc(C=Cc3nc4nccnc4nc3C=Cc3cc4nc5ccoc5nc4o3)cc21,0.6566,2.688758434,2.3749,1.7183
140,C(=Cc1nc2nccnc2nc1C=Cn1c2ccccc2c2c3ccccc3[nH]c21)c1ccc2c(c1)-c1ncccc1[SiH2:2]2,0.3485,2.49256424,2.1401,1.7916
141,C(=Cc1ccc(C=Cn2ccc3ccccc32)c2sccc12)c1ccnnc1,0.9901,3.06808535,2.8269,1.8368
142,CC1C=C(C=Cc2ccc(C=Cn3ccc4ccccc43)c3sccc23)c2ccccc21,1.2257,3.327409992,3.0655,1.8398
143,C(=Cc1ccc(C=Cc2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)c2ccsc12)c1ccc2c(c1)[nH]c1ncccc12,1.0224,3.118970668,2.839,1.8166
144,O=[SH](=O)c1cc(C=Cc2ccc3cnc4ccccc4c3c2)cc(C=Cc2nc3ccccc3s2)c1,1.2175,3.576666416,3.2298,2.0123
145,O=[SH](=O)c1cc(C=Cc2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc(C=Cc2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)c1,0.4425,2.692023802,2.439,1.9965
146,CN(C)c1ccc(C=Cc2cc(C=Cc3ccc(-c4ccccn4)nc3)cc(C(F)(F)F)c2)cc1,0.6839,3.045227774,2.718,2.0341
147,FC(F)(F)c1cc(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C=Cn2c3ccncc3c3cnccc32)c1,0.8415,3.40278557,3.0193,2.1778
148,Fc1c(F)c(C=Cc2nc3cc4ocnc4cc3o2)c(F)c(F)c1C=Cc1cc2c3c(c1)CCCN3CCC2,0.794,2.578824378,2.4196,1.6256
149,N#Cc1c(C=Cc2ccc3c4ccccc4c4nccnc4c3c2)cc(C=Cc2nc3ccccc3o2)c(C#N)c1C#N,0.8383,3.085500646,2.7038,1.8655
150,N#Cc1c(C=Cc2cnc3sc4ncccc4c3c2)cc(C=Cc2c3ccoc3cc3ccoc23)c(C#N)c1C#N,0.7686,2.857741228,2.5459,1.7773
151,CC1c2ccccc2-c2ccc(C=Cc3c(C#N)cc(C#N)c(C=Cc4cc5ccccc5s4)c3C#N)cc21,0.8544,2.871074814,2.5418,1.6874
152,CN1c2ccccc2Oc2cc(C=Cc3c(C#N)cc(C#N)c(C=Cc4nc5cc6ocnc6cc5o4)c3C#N)ccc21,0.3524,2.18915713,1.9014,1.549
153,N#Cc1cc(C#N)c(C=Cc2ccc3c(c2)-c2ccncc2[SiH2:2]3)c(C#N)c1C=Cc1ccc2c(c1)[SiH2]c1cnccc1[SiH2:2]2,1.028,3.330403246,2.975,1.947
154,C(=Cc1ccc(-c2ccc(C=Cc3nc4ccccc4s3)cn2)nc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,0.7681,2.88576897,2.6105,1.8424
